id,text,label,prompt,model,date,word_count,readability
396,Human-written text sample 396: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2023-10-11,28.0,33.38642857142861
397,Human-written text sample 397: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2024-12-17,28.0,33.38642857142861
398,AI-generated content sample 398: This is an example of text generated by Bard in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,Bard,2024-07-19,24.0,45.00000000000003
399,AI-generated content sample 399: This is an example of text generated by GPT-4 in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,GPT-4,2024-07-22,24.0,41.47500000000002
400,AI-generated content sample 400: This is an example of text generated by GPT-4 in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,GPT-4,2025-02-05,25.0,29.180000000000007
401,AI-generated content sample 401: This is an example of text generated by GPT-4 in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,GPT-4,2024-09-01,23.0,43.716086956521764
402,AI-generated content sample 402: This is an example of text generated by ChatGPT in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,ChatGPT,2023-10-14,23.0,40.03782608695653
403,AI-generated content sample 403: This is an example of text generated by GPT-4 in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,GPT-4,2024-02-26,24.0,41.47500000000002
404,Human-written text sample 404: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2023-11-14,25.0,46.10000000000002
405,Human-written text sample 405: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2024-02-08,28.0,33.38642857142861
406,Human-written text sample 406: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2024-01-23,25.0,46.10000000000002
407,AI-generated content sample 407: This is an example of text generated by ChatGPT in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,ChatGPT,2023-12-10,23.0,40.03782608695653
408,Human-written text sample 408: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2024-09-22,28.0,33.38642857142861
409,Human-written text sample 409: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2025-03-12,25.0,46.10000000000002
410,Human-written text sample 410: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2024-09-12,25.0,49.48400000000001
411,AI-generated content sample 411: This is an example of text generated by GPT-4 in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,GPT-4,2024-04-07,26.0,47.037307692307735
412,Human-written text sample 412: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2025-06-16,25.0,46.10000000000002
413,Human-written text sample 413: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2025-03-12,25.0,49.48400000000001
414,Human-written text sample 414: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2025-05-05,28.0,33.38642857142861
415,Human-written text sample 415: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2024-02-15,28.0,33.38642857142861
416,AI-generated content sample 416: This is an example of text generated by Bard in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,Bard,2023-10-09,23.0,47.39434782608697
417,Human-written text sample 417: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2023-10-20,25.0,46.10000000000002
418,Human-written text sample 418: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2024-04-04,28.0,33.38642857142861
419,Human-written text sample 419: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2025-05-31,25.0,52.86800000000002
420,Human-written text sample 420: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2024-09-29,25.0,49.48400000000001
421,AI-generated content sample 421: This is an example of text generated by ChatGPT in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,ChatGPT,2025-06-14,24.0,37.950000000000045
422,Human-written text sample 422: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2024-03-09,25.0,46.10000000000002
423,Human-written text sample 423: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2024-05-03,25.0,46.10000000000002
